c,yr,x,y,r2N,max_s,delta_t,phase,color
Czech Republic,2012-01-01,2012-01-01 00:00:00,3.9627457044120264,5.958854519697861,6.0,0.0,Deactivated,black
Denmark,2012-01-01,2012-01-01 00:00:00,2.973698290338133,9.057227551252828,9.0,0.0,Deactivated,black
Fiji,2012-01-01,2012-01-01 00:00:00,8.92915341520533,1.0000000000000095,1.0,0.0,Deactivated,black
Finland,2012-01-01,2012-01-01 00:00:00,3.083329305882468,14.113714825194371,14.0,0.0,Deactivated,black
France,2012-01-01,2012-01-01 00:00:00,3.0472284960175955,7.033097445715526,7.0,0.0,Deactivated,black
Germany,2012-01-01,2012-01-01 00:00:00,3.54335392497734,38.16300317756768,38.0,0.0,Deactivated,black
Greece,2012-01-01,2012-01-01 00:00:00,3.0905971759856126,4.038391510519971,4.0,0.0,Deactivated,black
Hungary,2012-01-01,2012-01-01 00:00:00,3.3264316992169527,14.019861494575002,14.0,0.0,Deactivated,black
India,2012-01-01,2012-01-01 00:00:00,3.690290883765876,17.046251063713004,17.0,0.0,Deactivated,black
Ireland,2012-01-01,2012-01-01 00:00:00,3.215897852533466,5.974827897837194,6.0,0.0,Deactivated,black
Italy,2012-01-01,2012-01-01 00:00:00,3.404879187283173,19.09177725326169,19.0,0.0,Deactivated,black
Japan,2012-01-01,2012-01-01 00:00:00,3.4862049525506347,7.043580028941987,7.0,0.0,Deactivated,black
Latvia,2012-01-01,2012-01-01 00:00:00,8.907401114109215,1.0000000000000104,1.0,0.0,Deactivated,black
Lebanon,2012-01-01,2012-01-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Malaysia,2012-01-01,2012-01-01 00:00:00,3.547275012226268,11.012094520325306,11.0,0.0,Deactivated,black
Malta,2012-01-01,2012-01-01 00:00:00,3.121436761274447,2.011148835207698,2.0,0.0,Deactivated,black
Netherlands,2012-01-01,2012-01-01 00:00:00,3.266365823862966,13.066583906315042,13.0,0.0,Deactivated,black
New Zealand,2012-01-01,2012-01-01 00:00:00,3.0035837594029324,6.028407218021258,6.0,0.0,Deactivated,black
Nigeria,2012-01-01,2012-01-01 00:00:00,8.907401114109215,1.0000000000000104,1.0,0.0,Deactivated,black
North Macedonia,2012-01-01,2012-01-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Norway,2012-01-01,2012-01-01 00:00:00,3.406170616871959,20.092981191914877,20.0,0.0,Deactivated,black
China,2012-01-01,2012-01-01 00:00:00,3.534653997326907,59.2472059111637,59.0,0.0,Deactivated,black
Philippines,2012-01-01,2012-01-01 00:00:00,3.212076141295909,6.021553659227354,6.0,0.0,Deactivated,black
Poland,2012-01-01,2012-01-01 00:00:00,3.121436761274447,2.011148835207698,2.0,0.0,Deactivated,black
Portugal,2012-01-01,2012-01-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Romania,2012-01-01,2012-01-01 00:00:00,3.54434324966712,9.01641033165574,9.0,0.0,Deactivated,black
Serbia,2012-01-01,2012-01-01 00:00:00,8.922052727531298,1.0000000000000033,1.0,0.0,Deactivated,black
Singapore,2012-01-01,2012-01-01 00:00:00,3.334574007415991,10.046258444278068,10.0,0.0,Deactivated,black
Slovakia,2012-01-01,2012-01-01 00:00:00,3.820428458531182,2.005212066980475,2.0,0.0,Deactivated,black
Slovenia,2012-01-01,2012-01-01 00:00:00,3.6868887513093314,6.00609074026044,6.0,0.0,Deactivated,black
South Africa,2012-01-01,2012-01-01 00:00:00,3.596880808925309,11.071421481014688,11.0,0.0,Deactivated,black
South Korea,2012-01-01,2012-01-01 00:00:00,2.814819451112892,2.9979191737869906,3.0,0.0,Deactivated,black
Spain,2012-01-01,2012-01-01 00:00:00,3.6011245115513955,28.08908162426399,28.0,0.0,Deactivated,black
Sweden,2012-01-01,2012-01-01 00:00:00,3.832393608215536,7.016918068626631,7.0,0.0,Deactivated,black
Switzerland,2012-01-01,2012-01-01 00:00:00,2.913577823592656,7.033878718595802,7.0,0.0,Deactivated,black
Taiwan,2012-01-01,2012-01-01 00:00:00,3.8750410075377926,12.041289429414139,12.0,0.0,Deactivated,black
Thailand,2012-01-01,2012-01-01 00:00:00,5.618758420988666,2.000932892121743,2.0,0.0,Deactivated,black
Turkey,2012-01-01,2012-01-01 00:00:00,8.922052727531298,2.0000000000000067,2.0,0.0,Deactivated,black
U Arab Emirates,2012-01-01,2012-01-01 00:00:00,3.3773191339560205,5.030224163751644,5.0,0.0,Deactivated,black
USA,2012-01-01,2012-01-01 00:00:00,3.038372492604,229.51128164517655,228.0,0.0,Deactivated,black
UK,2012-01-01,2012-01-01 00:00:00,3.0136841854048178,142.96723941609537,142.0,0.0,Deactivated,black
Australia,2012-07-01,2012-07-01 00:00:00,3.053931145390907,53.348605457698845,53.0,0.0,Deactivated,black
Austria,2012-07-01,2012-07-01 00:00:00,4.194297308213179,5.987271211415066,6.0,0.0,Deactivated,black
Bangladesh,2012-07-01,2012-07-01 00:00:00,8.907401114109215,1.0000000000000104,1.0,0.0,Deactivated,black
Belgium,2012-07-01,2012-07-01 00:00:00,3.514626158543657,8.044867444072306,8.0,0.0,Deactivated,black
Brazil,2012-07-01,2012-07-01 00:00:00,3.7400555760852656,2.0048736626952617,2.0,0.0,Deactivated,black
Canada,2012-07-01,2012-07-01 00:00:00,3.0266767748783585,32.233250374245344,32.0,0.0,Deactivated,black
Chile,2012-07-01,2012-07-01 00:00:00,3.620492982175924,3.0162445416055874,3.0,0.0,Deactivated,black
Colombia,2012-07-01,2012-07-01 00:00:00,3.907832636052894,2.0047228451515884,2.0,0.0,Deactivated,black
Czech Republic,2012-07-01,2012-07-01 00:00:00,3.9627457044120264,5.958854519697861,6.0,0.0,Deactivated,black
Denmark,2012-07-01,2012-07-01 00:00:00,2.9105926217042115,11.096127573846587,11.0,0.0,Deactivated,black
Estonia,2012-07-01,2012-07-01 00:00:00,8.90622077280845,1.0000000000000246,1.0,0.0,Deactivated,black
Fiji,2012-07-01,2012-07-01 00:00:00,8.92915341520533,1.0000000000000095,1.0,0.0,Deactivated,black
Finland,2012-07-01,2012-07-01 00:00:00,3.0423972507072823,17.13999876782428,17.0,0.0,Deactivated,black
France,2012-07-01,2012-07-01 00:00:00,2.8742057707811255,9.066120344779396,9.0,0.0,Deactivated,black
Germany,2012-07-01,2012-07-01 00:00:00,3.4841981205776924,44.199453784865426,44.0,0.0,Deactivated,black
Greece,2012-07-01,2012-07-01 00:00:00,3.4655101388852634,6.045035665894631,6.0,0.0,Deactivated,black
Hungary,2012-07-01,2012-07-01 00:00:00,3.1466185428456397,16.030534223859608,16.0,0.0,Deactivated,black
India,2012-07-01,2012-07-01 00:00:00,3.6298773000763105,18.046554699880126,18.0,0.0,Deactivated,black
Ireland,2012-07-01,2012-07-01 00:00:00,2.920977701248602,7.003313074805414,7.0,0.0,Deactivated,black
Italy,2012-07-01,2012-07-01 00:00:00,3.379551437395981,20.09866225237196,20.0,0.0,Deactivated,black
Japan,2012-07-01,2012-07-01 00:00:00,3.4716489014580456,9.051319801177028,9.0,0.0,Deactivated,black
Latvia,2012-07-01,2012-07-01 00:00:00,8.907401114109215,1.0000000000000104,1.0,0.0,Deactivated,black
Lebanon,2012-07-01,2012-07-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Malaysia,2012-07-01,2012-07-01 00:00:00,3.547275012226268,11.012094520325306,11.0,0.0,Deactivated,black
Malta,2012-07-01,2012-07-01 00:00:00,3.121436761274447,2.011148835207698,2.0,0.0,Deactivated,black
Netherlands,2012-07-01,2012-07-01 00:00:00,3.217751551630193,19.13575688456697,19.0,0.0,Deactivated,black
New Zealand,2012-07-01,2012-07-01 00:00:00,2.8056504366696786,7.031093294366221,7.0,0.0,Deactivated,black
Nigeria,2012-07-01,2012-07-01 00:00:00,8.907401114109215,1.0000000000000104,1.0,0.0,Deactivated,black
North Macedonia,2012-07-01,2012-07-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Norway,2012-07-01,2012-07-01 00:00:00,3.406170616871959,20.092981191914877,20.0,0.0,Deactivated,black
China,2012-07-01,2012-07-01 00:00:00,3.5020518128719087,68.31953799446123,68.0,0.0,Deactivated,black
Philippines,2012-07-01,2012-07-01 00:00:00,3.1612710257867773,7.0399945263046,7.0,0.0,Deactivated,black
Poland,2012-07-01,2012-07-01 00:00:00,3.121436761274447,2.011148835207698,2.0,0.0,Deactivated,black
Portugal,2012-07-01,2012-07-01 00:00:00,5.618745276426005,2.000945901719919,2.0,0.0,Deactivated,black
Romania,2012-07-01,2012-07-01 00:00:00,3.54434324966712,9.01641033165574,9.0,0.0,Deactivated,black
Serbia,2012-07-01,2012-07-01 00:00:00,8.922052727531298,1.0000000000000033,1.0,0.0,Deactivated,black
Singapore,2012-07-01,2012-07-01 00:00:00,3.2110351885174,13.07862048024066,13.0,0.0,Deactivated,black
Slovakia,2012-07-01,2012-07-01 00:00:00,3.820428458531182,2.005212066980475,2.0,0.0,Deactivated,black
Slovenia,2012-07-01,2012-07-01 00:00:00,3.6868887513093314,6.00609074026044,6.0,0.0,Deactivated,black
South Africa,2012-07-01,2012-07-01 00:00:00,3.685451210506383,12.0706550411883,12.0,0.0,Deactivated,black
South Korea,2012-07-01,2012-07-01 00:00:00,2.576774483599372,4.044599088612858,4.0,0.0,Deactivated,black
Spain,2012-07-01,2012-07-01 00:00:00,3.5278848247059535,31.10396103301652,31.0,0.0,Deactivated,black
Sri Lanka,2012-07-01,2012-07-01 00:00:00,8.906804084615317,1.0000000000000207,1.0,0.0,Deactivated,black
Sweden,2012-07-01,2012-07-01 00:00:00,3.7534533066731335,8.022854270415571,8.0,0.0,Deactivated,black
Switzerland,2012-07-01,2012-07-01 00:00:00,2.8237455376349145,10.106999645511143,10.0,0.0,Deactivated,black
Taiwan,2012-07-01,2012-07-01 00:00:00,3.8750410075377926,12.041289429414139,12.0,0.0,Deactivated,black
Thailand,2012-07-01,2012-07-01 00:00:00,5.618758420988666,2.000932892121743,2.0,0.0,Deactivated,black
Turkey,2012-07-01,2012-07-01 00:00:00,8.922052727531298,2.0000000000000067,2.0,0.0,Deactivated,black
U Arab Emirates,2012-07-01,2012-07-01 00:00:00,3.421665200332467,7.042959846499033,7.0,0.0,Deactivated,black
USA,2012-07-01,2012-07-01 00:00:00,3.002405877178455,257.9344334375651,256.0,0.0,Deactivated,black
UK,2012-07-01,2012-07-01 00:00:00,2.9837062540038124,152.06699875530657,151.0,0.0,Deactivated,black
Australia,2013-01-01,2013-01-01 00:00:00,2.962063200310286,76.72230407738442,76.0,0.0,Deactivated,black
Austria,2013-01-01,2013-01-01 00:00:00,3.2276576300331628,10.040116447887995,10.0,0.0,Deactivated,black
Bangladesh,2013-01-01,2013-01-01 00:00:00,8.907401114109215,1.0000000000000104,1.0,0.0,Deactivated,black
Belgium,2013-01-01,2013-01-01 00:00:00,3.4737564310644236,15.093592215565277,15.0,0.0,Deactivated,black
Brazil,2013-01-01,2013-01-01 00:00:00,2.6561044949773613,3.00123059529221,3.0,0.0,Deactivated,black
Canada,2013-01-01,2013-01-01 00:00:00,2.9429811139835693,47.46892954545072,47.0,0.0,Deactivated,black
Chile,2013-01-01,2013-01-01 00:00:00,3.246860794285377,4.006247181797137,4.0,0.0,Deactivated,black
Colombia,2013-01-01,2013-01-01 00:00:00,3.907832636052894,2.0047228451515884,2.0,0.0,Deactivated,black
Czech Republic,2013-01-01,2013-01-01 00:00:00,3.9627457044120264,5.958854519697861,6.0,0.0,Deactivated,black
Denmark,2013-01-01,2013-01-01 00:00:00,2.8476970136923647,13.12762857504465,13.0,0.0,Deactivated,black
Estonia,2013-01-01,2013-01-01 00:00:00,8.90622077280845,1.0000000000000246,1.0,0.0,Deactivated,black
Fiji,2013-01-01,2013-01-01 00:00:00,8.92915341520533,1.0000000000000095,1.0,0.0,Deactivated,black
Finland,2013-01-01,2013-01-01 00:00:00,3.002434438881397,19.155620713452006,19.0,0.0,Deactivated,black
France,2013-01-01,2013-01-01 00:00:00,2.8283404914626358,15.195504168085332,15.0,0.0,Deactivated,black
Germany,2013-01-01,2013-01-01 00:00:00,3.2992499502305948,56.25297037616743,56.0,0.0,Deactivated,black
Greece,2013-01-01,2013-01-01 00:00:00,3.514673607223483,11.061916230795495,11.0,0.0,Deactivated,black
Hungary,2013-01-01,2013-01-01 00:00:00,2.984395490812607,18.044916711757377,18.0,0.0,Deactivated,black
India,2013-01-01,2013-01-01 00:00:00,3.2526176179202744,35.25405718884297,35.0,0.0,Deactivated,black
Iran,2013-01-01,2013-01-01 00:00:00,8.908838298658454,0.9999999999999872,1.0,0.0,Deactivated,black
Ireland,2013-01-01,2013-01-01 00:00:00,2.6602412388628496,10.111872075146236,10.0,0.0,Deactivated,black
Italy,2013-01-01,2013-01-01 00:00:00,3.164824864044022,32.22864007902946,32.0,0.0,Deactivated,black
Japan,2013-01-01,2013-01-01 00:00:00,3.524359839386625,16.08982185033693,16.0,0.0,Deactivated,black
Latvia,2013-01-01,2013-01-01 00:00:00,8.907401114109215,1.0000000000000104,1.0,0.0,Deactivated,black
Lebanon,2013-01-01,2013-01-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Lithuania,2013-01-01,2013-01-01 00:00:00,8.907822629745432,1.0000000000000038,1.0,0.0,Deactivated,black
Malaysia,2013-01-01,2013-01-01 00:00:00,2.99527458748638,22.210576372158428,22.0,0.0,Deactivated,black
Malta,2013-01-01,2013-01-01 00:00:00,3.121436761274447,2.011148835207698,2.0,0.0,Deactivated,black
Netherlands,2013-01-01,2013-01-01 00:00:00,3.159371442294773,23.166622717772036,23.0,0.0,Deactivated,black
New Zealand,2013-01-01,2013-01-01 00:00:00,2.8056504366696786,7.031093294366221,7.0,0.0,Deactivated,black
Nigeria,2013-01-01,2013-01-01 00:00:00,8.907401114109215,1.0000000000000104,1.0,0.0,Deactivated,black
North Macedonia,2013-01-01,2013-01-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Norway,2013-01-01,2013-01-01 00:00:00,3.3095328498855268,22.0822511145502,22.0,0.0,Deactivated,black
Pakistan,2013-01-01,2013-01-01 00:00:00,8.90877406893616,1.0000000000000047,1.0,0.0,Deactivated,black
China,2013-01-01,2013-01-01 00:00:00,3.277876453132373,98.53376671471166,98.0,0.0,Deactivated,black
Philippines,2013-01-01,2013-01-01 00:00:00,3.0517885173069557,8.043822433851735,8.0,0.0,Deactivated,black
Poland,2013-01-01,2013-01-01 00:00:00,3.5716191265658357,6.043918502175243,6.0,0.0,Deactivated,black
Portugal,2013-01-01,2013-01-01 00:00:00,4.260513815088244,8.023516768635297,8.0,0.0,Deactivated,black
Romania,2013-01-01,2013-01-01 00:00:00,3.0310154181387405,15.103435363175702,15.0,0.0,Deactivated,black
Saudi Arabia,2013-01-01,2013-01-01 00:00:00,8.908838298658454,0.9999999999999872,1.0,0.0,Deactivated,black
Senegal,2013-01-01,2013-01-01 00:00:00,8.907741307583526,0.9999999999999994,1.0,0.0,Deactivated,black
Serbia,2013-01-01,2013-01-01 00:00:00,8.922052727531298,1.0000000000000033,1.0,0.0,Deactivated,black
Singapore,2013-01-01,2013-01-01 00:00:00,3.092473263175566,17.12641649397886,17.0,0.0,Deactivated,black
Slovakia,2013-01-01,2013-01-01 00:00:00,3.3954762018139384,4.024584437885414,4.0,0.0,Deactivated,black
Slovenia,2013-01-01,2013-01-01 00:00:00,3.2794022649632777,9.038410301458796,9.0,0.0,Deactivated,black
South Africa,2013-01-01,2013-01-01 00:00:00,3.4488530858922535,18.086743571523122,18.0,0.0,Deactivated,black
South Korea,2013-01-01,2013-01-01 00:00:00,2.5828593245688958,5.078000369969358,5.0,0.0,Deactivated,black
Spain,2013-01-01,2013-01-01 00:00:00,3.376991903342884,37.13021242670567,37.0,0.0,Deactivated,black
Sri Lanka,2013-01-01,2013-01-01 00:00:00,8.906804084615317,1.0000000000000207,1.0,0.0,Deactivated,black
Sweden,2013-01-01,2013-01-01 00:00:00,3.3496042295455677,13.063587893988698,13.0,0.0,Deactivated,black
Switzerland,2013-01-01,2013-01-01 00:00:00,2.8680978416820424,13.162066357763912,13.0,0.0,Deactivated,black
Taiwan,2013-01-01,2013-01-01 00:00:00,3.51697732419073,17.038773170454615,17.0,0.0,Deactivated,black
Thailand,2013-01-01,2013-01-01 00:00:00,3.8805107257896947,5.015053030227138,5.0,0.0,Deactivated,black
Turkey,2013-01-01,2013-01-01 00:00:00,8.922052727531298,2.0000000000000067,2.0,0.0,Deactivated,black
U Arab Emirates,2013-01-01,2013-01-01 00:00:00,3.3122365586957723,8.040166133457442,8.0,0.0,Deactivated,black
USA,2013-01-01,2013-01-01 00:00:00,2.893710506084211,329.9249902990174,327.0,0.0,Deactivated,black
UK,2013-01-01,2013-01-01 00:00:00,2.846526149373741,183.36909071066955,182.0,0.0,Deactivated,black
Australia,2013-07-01,2013-07-01 00:00:00,2.947046595676701,82.8091700088661,82.0,0.0,Deactivated,black
Austria,2013-07-01,2013-07-01 00:00:00,3.2276576300331628,10.040116447887995,10.0,0.0,Deactivated,black
Bangladesh,2013-07-01,2013-07-01 00:00:00,8.907401114109215,1.0000000000000104,1.0,0.0,Deactivated,black
Belgium,2013-07-01,2013-07-01 00:00:00,3.4872543625210533,16.10076879399707,16.0,0.0,Deactivated,black
Brazil,2013-07-01,2013-07-01 00:00:00,2.65222774344618,6.120306876214087,6.0,0.0,Deactivated,black
Canada,2013-07-01,2013-07-01 00:00:00,2.9365218871685705,51.52909717897831,51.0,0.0,Deactivated,black
Chile,2013-07-01,2013-07-01 00:00:00,3.246860794285377,4.006247181797137,4.0,0.0,Deactivated,black
Colombia,2013-07-01,2013-07-01 00:00:00,3.907832636052894,2.0047228451515884,2.0,0.0,Deactivated,black
Czech Republic,2013-07-01,2013-07-01 00:00:00,3.9627457044120264,5.958854519697861,6.0,0.0,Deactivated,black
Denmark,2013-07-01,2013-07-01 00:00:00,2.8160272284376204,16.185563262072748,16.0,0.0,Deactivated,black
Estonia,2013-07-01,2013-07-01 00:00:00,8.90622077280845,1.0000000000000246,1.0,0.0,Deactivated,black
Fiji,2013-07-01,2013-07-01 00:00:00,8.92915341520533,1.0000000000000095,1.0,0.0,Deactivated,black
Finland,2013-07-01,2013-07-01 00:00:00,2.9462926603545254,22.19069943674724,22.0,0.0,Deactivated,black
France,2013-07-01,2013-07-01 00:00:00,2.925904650783807,19.252715470810543,19.0,0.0,Deactivated,black
Germany,2013-07-01,2013-07-01 00:00:00,3.244965097195672,60.27883490954471,60.0,0.0,Deactivated,black
Greece,2013-07-01,2013-07-01 00:00:00,3.48082450064905,12.06667041312803,12.0,0.0,Deactivated,black
Hungary,2013-07-01,2013-07-01 00:00:00,2.984395490812607,18.044916711757377,18.0,0.0,Deactivated,black
India,2013-07-01,2013-07-01 00:00:00,3.239883712164957,39.29761791181733,39.0,0.0,Deactivated,black
Indonesia,2013-07-01,2013-07-01 00:00:00,8.915776739059286,1.0000000000000053,1.0,0.0,Deactivated,black
Iran,2013-07-01,2013-07-01 00:00:00,4.361258164242585,2.003360378794375,2.0,0.0,Deactivated,black
Ireland,2013-07-01,2013-07-01 00:00:00,2.640786594723083,13.202139933180224,13.0,0.0,Deactivated,black
Italy,2013-07-01,2013-07-01 00:00:00,3.141303845201693,38.30673412158142,38.0,0.0,Deactivated,black
Japan,2013-07-01,2013-07-01 00:00:00,3.524359839386625,16.08982185033693,16.0,0.0,Deactivated,black
Latvia,2013-07-01,2013-07-01 00:00:00,8.907401114109215,1.0000000000000104,1.0,0.0,Deactivated,black
Lebanon,2013-07-01,2013-07-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Lithuania,2013-07-01,2013-07-01 00:00:00,8.907822629745432,1.0000000000000038,1.0,0.0,Deactivated,black
Luxembourg,2013-07-01,2013-07-01 00:00:00,5.488088395238529,3.0000791937121063,3.0,0.0,Deactivated,black
Malaysia,2013-07-01,2013-07-01 00:00:00,2.9917542290336794,24.245692932468078,24.0,0.0,Deactivated,black
Malta,2013-07-01,2013-07-01 00:00:00,3.121436761274447,2.011148835207698,2.0,0.0,Deactivated,black
Mexico,2013-07-01,2013-07-01 00:00:00,8.915776739059286,1.0000000000000053,1.0,0.0,Deactivated,black
Netherlands,2013-07-01,2013-07-01 00:00:00,3.1079751473950514,27.204874372473654,27.0,0.0,Deactivated,black
New Zealand,2013-07-01,2013-07-01 00:00:00,2.5235227258841477,9.082964162696786,9.0,0.0,Deactivated,black
Nigeria,2013-07-01,2013-07-01 00:00:00,2.928706840262564,2.016003573116186,2.0,0.0,Deactivated,black
North Macedonia,2013-07-01,2013-07-01 00:00:00,8.905075446563638,1.000000000000016,1.0,0.0,Deactivated,black
Norway,2013-07-01,2013-07-01 00:00:00,3.1466659325389554,25.064904516220754,25.0,0.0,Deactivated,black
Pakistan,2013-07-01,2013-07-01 00:00:00,8.90877406893616,1.0000000000000047,1.0,0.0,Deactivated,black
China,2013-07-01,2013-07-01 00:00:00,3.227397965316997,110.66678601699117,110.0,0.0,Deactivated,black
Philippines,2013-07-01,2013-07-01 00:00:00,3.0517885173069557,8.043822433851735,8.0,0.0,Deactivated,black
Poland,2013-07-01,2013-07-01 00:00:00,3.5716191265658357,6.043918502175243,6.0,0.0,Deactivated,black
Portugal,2013-07-01,2013-07-01 00:00:00,4.260513815088244,8.023516768635297,8.0,0.0,Deactivated,black
Qatar,2013-07-01,2013-07-01 00:00:00,8.915803541429936,1.0000000000000262,1.0,0.0,Deactivated,black
Romania,2013-07-01,2013-07-01 00:00:00,3.0310154181387405,15.103435363175702,15.0,0.0,Deactivated,black
Russia,2013-07-01,2013-07-01 00:00:00,8.909398818290017,1.000000000000044,1.0,0.0,Deactivated,black
Saudi Arabia,2013-07-01,2013-07-01 00:00:00,8.908838298658454,0.9999999999999872,1.0,0.0,Deactivated,black
Senegal,2013-07-01,2013-07-01 00:00:00,8.907741307583526,0.9999999999999994,1.0,0.0,Deactivated,black
Serbia,2013-07-01,2013-07-01 00:00:00,2.5395085853481594,2.026813459839104,2.0,0.0,Deactivated,black
Singapore,2013-07-01,2013-07-01 00:00:00,3.0622253282834406,19.152391166879642,19.0,0.0,Deactivated,black
Slovakia,2013-07-01,2013-07-01 00:00:00,3.3954762018139384,4.024584437885414,4.0,0.0,Deactivated,black
Slovenia,2013-07-01,2013-07-01 00:00:00,3.2794022649632777,9.038410301458796,9.0,0.0,Deactivated,black
